machine_id,cycle,temperature,vibration,pressure,rotational_speed,failure,rul
1,48,62.72,0.5786,103.37,1530.2,0,3952
1,49,60.24,0.5244,103.36,1523.8,0,3951
1,50,62.79,0.5591,98.98,1518.7,0,3950
1,51,61.98,0.5419,103.83,1529.3,0,3949
1,52,61.67,0.5394,101.25,1510.4,0,3948
1,53,63.26,0.5127,100.43,1517.7,0,3947
1,54,63.81,0.4727,100.44,1518.0,0,3946
1,55,63.73,0.4742,103.54,1507.6,0,3945
1,56,61.65,0.5451,102.26,1515.7,0,3944
1,57,62.33,0.5152,99.36,1499.1,0,3943
1,58,63.14,0.5064,103.71,1538.8,0,3942
1,59,63.95,0.4926,99.89,1510.2,0,3941
1,60,62.25,0.4948,103.08,1535.3,0,3940
1,61,62.64,0.5464,103.29,1519.7,0,3939
1,62,61.58,0.4887,104.61,1524.8,0,3938
1,63,61.51,0.4459,106.42,1514.1,0,3937
1,64,63.96,0.5268,100.14,1520.9,0,3936
1,65,64.65,0.4864,102.79,1525.1,0,3935
1,66,62.98,0.4934,102.35,1525.0,0,3934
1,67,64.31,0.554,103.79,1525.8,0,3933
1,68,63.58,0.4864,103.36,1514.2,0,3932
1,69,62.41,0.4964,102.24,1512.8,0,3931
1,70,63.65,0.4353,102.07,1501.3,0,3930
1,71,65.1,0.4714,100.73,1522.2,0,3929
1,72,63.25,0.5023,104.95,1527.5,0,3928
1,73,65.21,0.4134,103.9,1532.4,0,3927
1,74,60.23,0.4815,104.82,1519.0,0,3926
1,75,64.39,0.4755,102.37,1507.9,0,3925
1,76,63.55,0.4711,101.68,1498.2,0,3924
1,77,63.12,0.509,100.84,1525.2,0,3923
1,78,63.63,0.479,103.72,1496.4,0,3922
1,79,61.17,0.523,100.92,1510.5,0,3921
1,80,63.32,0.4224,106.7,1511.3,0,3920
1,81,64.05,0.466,100.38,1512.4,0,3919
1,82,65.43,0.4625,103.54,1513.0,0,3918
1,83,63.07,0.4149,106.12,1513.5,0,3917
1,84,62.75,0.4947,104.18,1487.5,0,3916
1,85,63.15,0.5482,103.33,1511.3,0,3915
1,86,64.89,0.4535,101.03,1488.4,0,3914
1,87,64.22,0.4734,100.19,1517.5,0,3913
1,88,63.22,0.4558,104.49,1504.1,0,3912
1,89,64.5,0.4232,105.95,1487.5,0,3911
1,90,64.03,0.3783,102.04,1500.4,0,3910
1,91,65.11,0.4224,100.63,1502.3,0,3909
1,92,63.14,0.3946,97.98,1519.4,0,3908
1,93,63.61,0.5183,100.91,1508.9,0,3907
1,94,63.57,0.4454,102.63,1509.8,0,3906
1,95,62.31,0.4362,106.04,1517.6,0,3905
1,96,64.45,0.4858,104.17,1504.2,0,3904
1,97,64.44,0.4056,103.41,1512.1,0,3903
1,98,64.16,0.4202,101.98,1510.8,0,3902
1,99,63.9,0.4541,101.59,1490.6,0,3901
1,100,62.51,0.4932,105.54,1517.6,0,3900
1,101,63.73,0.4729,103.1,1488.0,0,3899
1,102,63.85,0.4636,98.47,1510.8,0,3898
1,103,63.32,0.4578,101.3,1485.9,0,3897
1,104,64.12,0.4718,100.9,1506.4,0,3896
1,105,64.82,0.4651,101.5,1518.5,0,3895
1,106,66.63,0.4172,103.68,1497.1,0,3894
1,107,64.6,0.4617,102.31,1496.1,0,3893
1,108,64.72,0.4184,102.34,1504.1,0,3892
1,109,64.34,0.4662,105.09,1494.1,0,3891
1,110,62.15,0.4455,101.03,1515.0,0,3890
1,111,64.45,0.5681,106.12,1498.2,0,3889
1,112,64.57,0.4668,101.01,1492.5,0,3888
1,113,67.48,0.4142,102.49,1489.7,0,3887
1,114,64.31,0.4671,101.71,1485.2,0,3886
1,115,64.93,0.4954,102.48,1487.7,0,3885
1,116,64.54,0.5437,103.09,1489.9,0,3884
1,117,63.2,0.4554,103.02,1487.9,0,3883
1,118,65.99,0.418,100.61,1485.7,0,3882
1,119,65.54,0.5163,99.82,1512.7,0,3881
1,120,65.61,0.4308,107.03,1480.8,0,3880
1,121,63.59,0.471,101.01,1492.1,0,3879
1,122,66.38,0.4806,103.33,1496.0,0,3878
1,123,63.03,0.4906,98.67,1495.9,0,3877
1,124,65.43,0.5234,101.28,1488.5,0,3876
1,125,67.37,0.471,101.54,1486.2,0,3875
1,126,63.57,0.4899,102.69,1492.6,0,3874
1,127,64.1,0.5028,96.25,1490.3,0,3873
1,128,64.91,0.5118,101.98,1484.6,0,3872
1,129,64.2,0.5122,99.3,1471.1,0,3871
1,130,62.96,0.5282,102.2,1481.6,0,3870
1,131,64.91,0.5469,99.42,1474.3,0,3869
1,132,63.57,0.5313,99.73,1478.7,0,3868
1,133,65.42,0.5361,100.84,1485.3,0,3867
1,134,63.76,0.457,99.23,1488.2,0,3866
1,135,66.74,0.5245,100.33,1502.0,0,3865
1,136,63.95,0.5439,98.84,1478.5,0,3864
1,137,64.51,0.556,97.51,1491.3,0,3863
1,138,65.89,0.5012,103.15,1486.2,0,3862
1,139,63.44,0.5046,98.47,1495.8,0,3861
1,140,65.2,0.5099,100.65,1488.3,0,3860
1,141,66.5,0.5561,102.45,1472.2,0,3859
1,142,63.01,0.5778,99.66,1464.8,0,3858
1,143,65.17,0.5218,99.18,1484.9,0,3857
1,144,65.27,0.576,101.23,1476.2,0,3856
1,145,65.9,0.5461,102.95,1471.5,0,3855
1,146,63.49,0.5376,98.32,1468.4,0,3854
1,147,63.39,0.5353,100.3,1482.5,0,3853
1,148,65.61,0.5748,97.08,1495.8,0,3852
1,149,65.34,0.559,99.7,1476.5,0,3851
1,150,65.29,0.6379,100.49,1486.4,0,3850
1,151,65.41,0.5136,98.65,1479.3,0,3849
1,152,64.18,0.5691,99.39,1467.3,0,3848
1,153,65.27,0.5278,97.43,1487.5,0,3847
1,154,65.35,0.5146,100.34,1469.1,0,3846
1,155,64.14,0.5493,102.24,1480.3,0,3845
1,156,67.24,0.5554,97.87,1476.6,0,3844
1,157,65.57,0.6667,98.76,1488.9,0,3843
1,158,63.57,0.5426,100.95,1469.4,0,3842
1,159,65.79,0.5046,102.31,1483.9,0,3841
1,160,63.83,0.5604,96.84,1471.7,0,3840
1,161,65.94,0.4661,99.43,1475.0,0,3839
1,162,66.38,0.5448,100.27,1443.9,0,3838
1,163,64.01,0.5485,99.44,1501.2,0,3837
1,164,66.14,0.5788,94.63,1485.9,0,3836
1,165,65.48,0.5851,100.53,1472.9,0,3835
1,166,65.97,0.525,102.51,1469.5,0,3834
1,167,67.25,0.5379,99.64,1475.9,0,3833
1,168,64.68,0.5121,97.29,1488.2,0,3832
1,169,64.06,0.4963,98.27,1462.3,0,3831
1,170,63.89,0.5523,102.77,1480.1,0,3830
1,171,63.97,0.4874,101.0,1499.4,0,3829
1,172,64.85,0.5201,100.4,1470.6,0,3828
1,173,65.35,0.4952,99.77,1483.0,0,3827
1,174,65.26,0.5551,97.68,1504.6,0,3826
1,175,65.91,0.6033,98.55,1489.1,0,3825
1,176,64.93,0.4772,98.74,1484.4,0,3824
1,177,66.65,0.4531,99.94,1488.5,0,3823
1,178,64.57,0.5201,101.8,1479.8,0,3822
1,179,68.14,0.5235,100.96,1497.2,0,3821
1,180,65.62,0.5294,95.83,1480.6,0,3820
1,181,63.83,0.5005,99.07,1465.3,0,3819
1,182,63.56,0.5079,100.04,1481.4,0,3818
1,183,65.41,0.5283,99.75,1476.1,0,3817
1,184,64.55,0.5528,97.2,1483.4,0,3816
1,185,65.66,0.4305,104.24,1484.0,0,3815
1,186,65.36,0.4915,95.81,1499.0,0,3814
1,187,64.69,0.5123,96.14,1494.5,0,3813
1,188,63.75,0.4645,98.73,1490.6,0,3812
1,189,62.93,0.568,102.45,1488.5,0,3811
1,190,64.2,0.4708,96.49,1478.4,0,3810
1,191,65.74,0.4921,97.59,1467.7,0,3809
1,192,64.96,0.5135,100.23,1491.1,0,3808
1,193,63.19,0.4652,97.99,1498.5,0,3807
1,194,64.87,0.4125,97.31,1490.0,0,3806
1,195,65.11,0.4669,99.07,1486.3,0,3805
1,196,63.57,0.5229,98.44,1496.8,0,3804
1,197,64.79,0.4659,99.91,1491.9,0,3803
1,198,64.66,0.4433,100.39,1510.1,0,3802
1,199,63.2,0.512,98.38,1506.2,0,3801
1,200,64.98,0.4596,98.31,1504.0,0,3800
1,201,65.2,0.4503,98.12,1502.6,0,3799
1,202,65.8,0.4747,98.63,1482.7,0,3798
1,203,65.75,0.4977,97.73,1502.8,0,3797
1,204,62.81,0.5603,97.58,1500.5,0,3796
1,205,63.31,0.4964,99.94,1503.4,0,3795
1,206,65.03,0.508,100.54,1502.9,0,3794
1,207,65.01,0.4398,94.46,1503.1,0,3793
1,208,64.98,0.4176,97.47,1526.1,0,3792
1,209,68.96,0.4598,96.04,1499.0,0,3791
1,210,65.0,0.4603,96.76,1509.7,0,3790
1,211,65.65,0.4117,98.16,1496.2,0,3789
1,212,65.41,0.4468,98.67,1509.4,0,3788
1,213,65.02,0.4689,97.08,1511.5,0,3787
1,214,63.83,0.4666,93.45,1506.4,0,3786
1,215,65.1,0.4717,95.32,1520.0,0,3785
1,216,63.23,0.4626,99.02,1495.1,0,3784
1,217,63.84,0.4302,91.72,1499.6,0,3783
1,218,63.52,0.4297,99.56,1507.2,0,3782
1,219,64.17,0.4021,98.21,1514.5,0,3781
1,220,66.82,0.5214,99.78,1508.0,0,3780
1,221,61.77,0.4506,96.73,1519.7,0,3779
1,222,64.81,0.4413,92.99,1500.7,0,3778
1,223,62.02,0.4134,97.96,1496.5,0,3777
1,224,63.36,0.5685,99.63,1511.5,0,3776
1,225,65.2,0.4087,98.92,1508.2,0,3775
1,226,63.94,0.4351,95.73,1515.0,0,3774
1,227,62.53,0.4697,97.22,1509.8,0,3773
1,228,62.94,0.478,95.97,1507.2,0,3772
1,229,64.58,0.4934,95.39,1510.3,0,3771
1,230,62.85,0.5285,98.93,1511.9,0,3770
1,231,63.95,0.4777,94.62,1509.0,0,3769
1,232,63.72,0.4166,95.22,1510.5,0,3768
1,233,62.85,0.4501,94.8,1509.0,0,3767
1,234,66.17,0.4742,94.02,1522.0,0,3766
1,235,64.32,0.5463,97.29,1515.8,0,3765
1,236,61.09,0.4094,99.32,1536.9,0,3764
1,237,63.71,0.5153,96.63,1516.3,0,3763
1,238,62.66,0.4763,93.99,1509.6,0,3762
1,239,64.44,0.5046,98.69,1542.2,0,3761
1,240,62.43,0.4691,100.38,1520.0,0,3760
1,241,63.2,0.4416,95.72,1526.1,0,3759
1,242,63.91,0.5076,96.07,1522.5,0,3758
1,243,64.3,0.506,98.06,1523.1,0,3757
1,244,61.79,0.521,100.29,1522.6,0,3756
1,245,62.79,0.4839,96.01,1506.5,0,3755
1,246,62.58,0.4628,94.4,1521.5,0,3754
1,247,62.33,0.4269,98.34,1504.8,0,3753
1,248,65.19,0.5245,98.69,1516.6,0,3752
1,249,63.52,0.5112,97.12,1511.3,0,3751
1,250,61.48,0.4581,96.01,1522.3,0,3750
1,251,64.05,0.4776,99.13,1522.3,0,3749
1,252,65.46,0.483,98.22,1524.0,0,3748
1,253,64.11,0.4449,95.64,1522.2,0,3747
1,254,61.01,0.474,97.3,1513.4,0,3746
1,255,62.21,0.4638,94.52,1517.0,0,3745
1,256,64.27,0.4951,98.62,1528.9,0,3744
1,257,61.86,0.4844,96.75,1530.5,0,3743
1,258,63.2,0.4513,96.42,1508.4,0,3742
1,259,63.55,0.5996,97.26,1504.6,0,3741
1,260,61.47,0.5711,97.43,1512.7,0,3740
1,261,62.46,0.4921,99.17,1530.4,0,3739
1,262,58.6,0.5363,98.59,1532.1,0,3738
1,263,61.22,0.5443,97.13,1510.7,0,3737
1,264,62.1,0.5772,99.0,1523.0,0,3736
1,265,60.86,0.4988,98.3,1538.3,0,3735
1,266,64.27,0.5772,96.68,1524.0,0,3734
1,267,60.56,0.5134,97.32,1534.0,0,3733
1,268,61.7,0.4836,97.31,1529.6,0,3732
1,269,62.34,0.5676,98.65,1510.4,0,3731
1,270,63.87,0.5918,96.95,1517.5,0,3730
1,271,60.37,0.6451,96.94,1519.6,0,3729
1,272,63.44,0.495,101.7,1520.1,0,3728
1,273,62.01,0.5721,99.68,1528.0,0,3727
1,274,60.78,0.5289,96.32,1522.8,0,3726
1,275,62.46,0.5776,99.03,1489.1,0,3725
1,276,62.1,0.4884,98.16,1505.1,0,3724
1,277,61.1,0.4974,98.75,1496.1,0,3723
1,278,61.85,0.5176,98.29,1519.4,0,3722
1,279,61.26,0.5523,100.44,1519.8,0,3721
1,280,61.81,0.5239,98.8,1519.9,0,3720
1,281,62.42,0.5762,98.03,1507.2,0,3719
1,282,63.48,0.591,100.29,1523.2,0,3718
1,283,60.05,0.574,98.72,1523.3,0,3717
1,284,64.04,0.6147,98.54,1503.2,0,3716
1,285,59.09,0.5663,98.98,1500.7,0,3715
1,286,61.21,0.5007,98.21,1515.0,0,3714
1,287,62.05,0.6034,98.47,1532.5,0,3713
1,288,61.63,0.5241,97.33,1531.1,0,3712
1,289,60.5,0.584,97.05,1519.3,0,3711
1,290,60.95,0.6097,96.61,1506.0,0,3710
1,291,60.56,0.5641,95.88,1521.7,0,3709
1,292,60.39,0.4849,96.95,1507.8,0,3708
1,293,62.07,0.5068,98.42,1504.2,0,3707
1,294,61.43,0.5952,99.03,1489.9,0,3706
1,295,60.12,0.5341,98.34,1511.9,0,3705
1,296,61.98,0.5426,94.22,1504.1,0,3704
1,297,61.22,0.5682,102.14,1510.8,0,3703
1,298,61.78,0.564,101.22,1486.3,0,3702
1,299,61.51,0.5455,100.0,1510.5,0,3701
1,300,59.71,0.5242,102.98,1483.9,0,3700
1,301,59.98,0.5181,97.26,1518.6,0,3699
1,302,61.5,0.5629,103.05,1512.4,0,3698
1,303,61.29,0.5486,97.41,1503.8,0,3697
1,304,60.48,0.514,99.87,1511.6,0,3696
1,305,60.6,0.5654,96.91,1495.6,0,3695
1,306,61.94,0.5147,99.54,1505.6,0,3694
1,307,59.65,0.4835,100.34,1512.2,0,3693
1,308,60.96,0.4848,99.32,1472.7,0,3692
1,309,60.02,0.4736,101.12,1498.6,0,3691
1,310,59.95,0.4994,99.95,1502.3,0,3690
1,311,61.48,0.5572,98.77,1499.9,0,3689
1,312,61.1,0.4732,98.74,1515.9,0,3688
1,313,61.03,0.5104,101.55,1489.5,0,3687
1,314,61.57,0.4741,98.68,1493.9,0,3686
1,315,59.98,0.4875,101.88,1480.3,0,3685
1,316,60.73,0.435,102.56,1514.0,0,3684
1,317,59.49,0.4841,96.83,1495.8,0,3683
1,318,60.2,0.4827,102.5,1493.3,0,3682
1,319,59.6,0.5096,104.41,1496.6,0,3681
1,320,59.82,0.4945,100.85,1502.9,0,3680
1,321,60.37,0.4353,101.61,1499.4,0,3679
1,322,58.63,0.5243,102.54,1521.8,0,3678
1,323,62.07,0.487,99.98,1499.3,0,3677
1,324,58.3,0.4843,100.95,1489.5,0,3676
1,325,58.0,0.4738,98.02,1488.0,0,3675
1,326,60.8,0.4514,100.98,1489.1,0,3674
1,327,60.31,0.4788,101.76,1477.5,0,3673
1,328,60.06,0.4871,101.85,1492.3,0,3672
1,329,60.01,0.3963,103.01,1499.2,0,3671
1,330,59.2,0.4429,99.39,1484.7,0,3670
1,331,58.09,0.4525,99.93,1482.2,0,3669
1,332,59.2,0.4713,104.84,1505.0,0,3668
1,333,58.25,0.5073,100.8,1475.0,0,3667
1,334,60.18,0.4273,101.56,1468.1,0,3666
1,335,58.79,0.4369,101.08,1476.8,0,3665
1,336,57.93,0.4351,99.63,1472.4,0,3664
1,337,58.48,0.4225,104.57,1491.2,0,3663
1,338,59.31,0.4397,100.32,1483.3,0,3662
1,339,58.09,0.4835,99.18,1484.2,0,3661
1,340,57.74,0.4098,100.58,1497.5,0,3660
1,341,58.97,0.4684,97.53,1478.7,0,3659
1,342,58.92,0.3827,100.28,1492.9,0,3658
1,343,57.97,0.428,99.7,1499.9,0,3657
1,344,57.96,0.437,102.92,1479.8,0,3656
1,345,58.76,0.517,100.39,1491.4,0,3655
1,346,56.7,0.439,103.56,1481.3,0,3654
1,347,56.7,0.3621,104.63,1492.6,0,3653
1,348,57.48,0.3704,103.44,1467.3,0,3652
1,349,58.04,0.4521,101.49,1466.2,0,3651
1,350,58.62,0.4758,102.25,1478.5,0,3650
1,351,59.97,0.4668,98.97,1473.2,0,3649
1,352,59.18,0.4593,101.79,1476.7,0,3648
1,353,57.91,0.4999,100.38,1479.4,0,3647
1,354,58.04,0.4328,103.53,1488.6,0,3646
1,355,56.81,0.4912,107.33,1477.1,0,3645
1,356,57.95,0.3914,103.23,1472.7,0,3644
1,357,57.58,0.4217,98.29,1477.3,0,3643
1,358,58.26,0.3871,101.58,1473.0,0,3642
1,359,56.84,0.4499,102.59,1471.2,0,3641
1,360,58.41,0.4606,102.56,1464.3,0,3640
1,361,59.58,0.4687,100.96,1481.0,0,3639
1,362,57.57,0.4684,102.94,1474.5,0,3638
1,363,58.14,0.4307,100.0,1489.8,0,3637
1,364,58.44,0.4621,100.63,1465.6,0,3636
1,365,57.08,0.4119,103.84,1474.6,0,3635
1,366,57.79,0.5284,100.55,1498.1,0,3634
1,367,57.49,0.4639,103.69,1470.6,0,3633
1,368,57.55,0.4587,99.9,1477.7,0,3632
1,369,56.47,0.5441,106.2,1467.9,0,3631
1,370,57.38,0.4332,101.15,1466.6,0,3630
1,371,57.91,0.4402,102.27,1495.7,0,3629
1,372,59.01,0.4438,103.41,1482.0,0,3628
1,373,58.38,0.4874,101.64,1481.7,0,3627
1,374,59.77,0.5098,103.08,1463.5,0,3626
1,375,56.22,0.5246,103.96,1484.2,0,3625
1,376,58.15,0.6004,104.76,1492.4,0,3624
1,377,57.28,0.41,104.44,1492.5,0,3623
1,378,59.65,0.5269,102.53,1487.9,0,3622
1,379,56.01,0.4827,102.59,1470.1,0,3621
1,380,55.93,0.484,107.6,1484.7,0,3620
1,381,56.18,0.4852,104.82,1488.5,0,3619
1,382,54.31,0.476,101.09,1464.2,0,3618
1,383,56.19,0.5822,103.14,1471.2,0,3617
1,384,55.87,0.5509,102.28,1491.6,0,3616
1,385,56.93,0.5204,102.69,1491.8,0,3615
1,386,57.12,0.5758,100.51,1467.8,0,3614
1,387,58.92,0.4635,102.16,1491.6,0,3613
1,388,57.77,0.4729,106.61,1485.0,0,3612
1,389,55.91,0.4411,104.15,1492.2,0,3611
1,390,55.48,0.5023,98.01,1478.4,0,3610
1,391,57.12,0.5387,105.43,1491.6,0,3609
1,392,54.9,0.5382,105.18,1494.0,0,3608
1,393,58.65,0.5419,102.28,1482.5,0,3607
1,394,57.83,0.4811,104.43,1486.6,0,3606
1,395,55.82,0.5713,101.28,1480.4,0,3605
1,396,54.29,0.5503,102.05,1503.8,0,3604
1,397,57.94,0.5714,105.99,1486.6,0,3603
1,398,56.14,0.4677,102.44,1479.1,0,3602
1,399,57.73,0.557,99.24,1481.6,0,3601
1,400,54.3,0.4981,102.84,1490.5,0,3600
1,401,55.46,0.5307,102.8,1497.3,0,3599
1,402,56.16,0.5688,105.34,1476.9,0,3598
1,403,56.18,0.5518,102.97,1509.3,0,3597
1,404,55.55,0.5147,102.08,1494.5,0,3596
1,405,56.8,0.5495,105.0,1496.6,0,3595
1,406,54.75,0.4884,103.14,1491.5,0,3594
1,407,55.83,0.5959,101.38,1493.2,0,3593
1,408,56.11,0.5418,105.17,1492.1,0,3592
1,409,56.55,0.5947,103.23,1504.3,0,3591
1,410,56.76,0.5288,102.83,1494.7,0,3590
1,411,54.53,0.5286,103.16,1503.0,0,3589
1,412,54.01,0.5186,100.64,1491.6,0,3588
1,413,57.36,0.5837,101.7,1498.4,0,3587
1,414,56.2,0.5197,102.74,1489.0,0,3586
1,415,54.87,0.5731,102.32,1509.8,0,3585
1,416,57.61,0.5311,105.22,1489.9,0,3584
1,417,55.86,0.4664,103.09,1495.6,0,3583
1,418,57.11,0.5215,104.33,1496.3,0,3582
1,419,55.75,0.496,102.61,1496.5,0,3581
1,420,58.12,0.5432,104.68,1507.9,0,3580
1,421,57.72,0.4928,103.33,1498.1,0,3579
1,422,55.3,0.5759,102.53,1515.8,0,3578
1,423,56.74,0.5336,102.44,1494.3,0,3577
1,424,56.32,0.5285,100.52,1504.8,0,3576
1,425,57.17,0.56,103.41,1495.9,0,3575
1,426,54.35,0.5704,102.28,1508.4,0,3574
1,427,56.3,0.5291,101.32,1504.7,0,3573
1,428,56.73,0.497,104.5,1503.9,0,3572
1,429,53.33,0.4548,99.74,1517.9,0,3571
1,430,54.0,0.4961,101.36,1500.0,0,3570
1,431,52.95,0.4967,104.22,1513.0,0,3569
1,432,55.06,0.5233,102.75,1500.0,0,3568
1,433,56.22,0.5029,101.98,1509.3,0,3567
1,434,57.15,0.5419,102.54,1496.8,0,3566
1,435,55.41,0.4874,102.35,1502.7,0,3565
1,436,57.26,0.5072,98.91,1509.0,0,3564
1,437,53.63,0.5544,101.2,1528.5,0,3563
1,438,53.23,0.5182,105.08,1511.9,0,3562
1,439,55.19,0.4997,100.48,1527.9,0,3561
1,440,55.7,0.4755,101.12,1514.0,0,3560
1,441,55.19,0.4717,100.62,1508.4,0,3559
1,442,52.73,0.4605,101.48,1528.2,0,3558
1,443,55.09,0.4705,100.44,1517.6,0,3557
1,444,53.62,0.5199,102.53,1507.3,0,3556
1,445,55.97,0.4783,101.9,1518.8,0,3555
1,446,55.6,0.4308,103.0,1511.6,0,3554
1,447,54.02,0.5532,99.3,1495.1,0,3553
1,448,54.52,0.4929,100.66,1524.7,0,3552
1,449,53.85,0.4216,100.84,1526.7,0,3551
1,450,55.04,0.458,102.15,1534.5,0,3550
1,451,56.25,0.4779,99.6,1520.6,0,3549
1,452,53.91,0.5396,102.96,1514.3,0,3548
1,453,55.69,0.4251,103.44,1525.4,0,3547
1,454,54.44,0.5065,99.04,1525.9,0,3546
1,455,54.11,0.5216,99.98,1534.1,0,3545
1,456,54.93,0.4387,99.84,1517.5,0,3544
1,457,53.81,0.451,106.11,1516.5,0,3543
1,458,54.38,0.4191,99.93,1511.3,0,3542
1,459,53.6,0.4509,104.08,1524.0,0,3541
1,460,57.39,0.4562,98.14,1503.4,0,3540
1,461,55.07,0.4828,98.63,1526.8,0,3539
1,462,54.18,0.4988,99.18,1525.1,0,3538
1,463,55.27,0.4243,98.8,1525.2,0,3537
1,464,54.88,0.3745,99.9,1520.9,0,3536
1,465,54.74,0.4516,98.96,1535.0,0,3535
1,466,55.74,0.4634,98.68,1528.5,0,3534
1,467,55.91,0.4611,102.57,1513.8,0,3533
1,468,54.37,0.4376,102.64,1514.0,0,3532
1,469,54.31,0.4553,102.03,1511.2,0,3531
1,470,54.67,0.5107,101.12,1525.5,0,3530
1,471,52.24,0.4653,100.2,1510.0,0,3529
1,472,53.18,0.4351,98.96,1530.8,0,3528
1,473,56.64,0.4302,97.99,1533.2,0,3527
1,474,56.98,0.4437,100.56,1511.1,0,3526
1,475,54.7,0.5164,97.43,1518.0,0,3525
1,476,55.7,0.4441,97.73,1520.0,0,3524
1,477,55.38,0.4513,101.96,1528.5,0,3523
1,478,58.71,0.4335,103.4,1535.7,0,3522
1,479,56.36,0.4977,100.32,1502.6,0,3521
1,480,54.87,0.5331,101.69,1516.1,0,3520
1,481,53.88,0.4739,98.93,1516.5,0,3519
1,482,53.1,0.4604,96.68,1505.0,0,3518
1,483,55.28,0.4599,100.53,1513.9,0,3517
1,484,54.13,0.3645,100.38,1522.8,0,3516
1,485,53.34,0.4912,99.33,1515.5,0,3515
1,486,54.28,0.4684,98.64,1502.6,0,3514
1,487,53.76,0.4819,100.99,1546.5,0,3513
1,488,57.09,0.4381,97.04,1520.2,0,3512
1,489,56.14,0.4531,97.41,1518.3,0,3511
1,490,55.08,0.454,96.88,1505.9,0,3510
1,491,56.87,0.5133,99.01,1519.2,0,3509
1,492,55.2,0.4595,96.61,1514.6,0,3508
1,493,54.08,0.5601,97.37,1497.0,0,3507
1,494,56.96,0.4963,97.27,1504.8,0,3506
1,495,55.79,0.4303,98.11,1523.1,0,3505
1,496,53.91,0.4785,95.6,1534.2,0,3504
1,497,54.94,0.46,98.7,1518.0,0,3503
1,498,54.13,0.4007,100.96,1524.9,0,3502
1,499,53.53,0.5549,98.69,1511.9,0,3501
1,500,56.32,0.5215,101.45,1512.1,0,3500
1,501,57.51,0.5172,100.99,1523.5,0,3499
1,502,53.56,0.505,99.82,1528.7,0,3498
1,503,55.93,0.4456,98.37,1524.6,0,3497
1,504,54.49,0.484,98.22,1500.4,0,3496
1,505,54.7,0.5395,99.65,1509.9,0,3495
1,506,54.59,0.4663,97.29,1512.9,0,3494
1,507,54.28,0.4095,94.27,1507.0,0,3493
1,508,55.39,0.5041,98.97,1512.9,0,3492
1,509,54.36,0.5099,95.68,1516.7,0,3491
1,510,55.7,0.5234,95.98,1518.0,0,3490
1,511,55.33,0.5494,97.86,1524.2,0,3489
1,512,55.12,0.548,97.63,1503.5,0,3488
1,513,54.34,0.5351,94.95,1492.6,0,3487
1,514,54.76,0.5747,98.07,1509.3,0,3486
1,515,56.38,0.4682,99.63,1523.9,0,3485
1,516,56.09,0.5511,95.4,1499.8,0,3484
